id_discente,ano_ingresso,periodo_ingresso,semestre_cronologico,renda,sexo_encoded,ano_nascimento,raca_encoded,escola_ens_medio_encoded,cotista_encoded,possui_bolsa_pesquisa,possui_auxilio_alimentacao,possui_auxilio_transporte,possui_auxilio_residencia_moradia,status_curso_encoded,media_periodo,faltas_no_periodo,reprovacoes_no_periodo,total_faltas_acumulado,total_reprovacoes_acumulado,ECT2101_nota,ECT2101_status,ECT2102_nota,ECT2102_status,ECT2103_nota,ECT2103_status,ECT2104_nota,ECT2104_status,ECT2105_nota,ECT2105_status,ECT2106_nota,ECT2106_status,ECT2201_nota,ECT2201_status,ECT2202_nota,ECT2202_status,ECT2203_nota,ECT2203_status,ECT2204_nota,ECT2204_status,ECT2205_nota,ECT2205_status,ECT2206_nota,ECT2206_status,ECT2207_nota,ECT2207_status,ECT2301_nota,ECT2301_status,ECT2302_nota,ECT2302_status,ECT2303_nota,ECT2303_status,ECT2304_nota,ECT2304_status,ECT2305_nota,ECT2305_status,ECT2306_nota,ECT2306_status,ECT2307_nota,ECT2307_status,ECT2401_nota,ECT2401_status,ECT2402_nota,ECT2402_status,ECT2403_nota,ECT2403_status
ca764b26e802aaa02c27db6c78b10dae,2015,1.0,2.0,400.0,1,1995.0,4,2,1,0,1,0,0,1,4.62,55,2,90,2,5.0,1,5.6,1,6.4,1,8.7,1,8.5,1,7.6,1,0.5,0,5.3,1,9.0,1,3.3,0,5.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
ca764b26e802aaa02c27db6c78b10dae,2015,1.0,3.0,400.0,1,1995.0,4,2,1,0,1,0,0,1,6.08,6,1,96,3,5.0,1,5.6,1,6.4,1,8.7,1,8.5,1,7.6,1,4.0,0,5.3,1,9.0,1,5.3,1,5.0,1,7.4,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.7,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
ca764b26e802aaa02c27db6c78b10dae,2015,1.0,4.0,400.0,1,1995.0,4,2,1,0,1,0,0,1,6.49,45,0,141,3,5.0,1,5.6,1,6.4,1,8.7,1,8.5,1,7.6,1,6.6,1,5.3,1,9.0,1,5.3,1,5.0,1,7.4,1,5.0,1,0.0,0,6.8,1,8.5,1,7.6,1,6.7,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
ca764b26e802aaa02c27db6c78b10dae,2015,1.0,5.0,400.0,1,1995.0,4,2,1,0,1,0,0,1,6.44,21,0,162,3,5.0,1,5.6,1,6.4,1,8.7,1,8.5,1,7.6,1,6.6,1,5.3,1,9.0,1,5.3,1,5.0,1,7.4,1,5.0,1,5.7,1,6.8,1,8.5,1,7.6,1,6.7,1,5.9,1,8.5,1,5.5,1,0.0,0,0.0,0
ca764b26e802aaa02c27db6c78b10dae,2015,1.0,6.0,400.0,1,1995.0,4,2,1,0,1,0,0,1,6.66,58,0,220,3,5.0,1,5.6,1,6.4,1,8.7,1,8.5,1,7.6,1,6.6,1,5.3,1,9.0,1,5.3,1,5.0,1,7.4,1,5.0,1,5.7,1,6.8,1,8.5,1,7.6,1,6.7,1,5.9,1,8.5,1,5.5,1,6.9,1,7.2,1
ca857f3ff08be32e931e57917bc5a372,2021,2.0,1.0,1902.0,0,1999.0,3,2,1,0,0,0,0,-1,7.03,27,1,27,1,4.3,-1,6.1,1,5.4,1,7.8,1,9.8,1,8.8,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
ca857f3ff08be32e931e57917bc5a372,2021,2.0,2.0,1902.0,0,1999.0,3,2,1,0,0,0,0,-1,5.42,8,1,35,2,5.3,1,6.1,1,5.4,1,7.8,1,9.8,1,8.8,1,0.0,0,5.7,1,0.0,0,0.0,0,7.5,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
ca857f3ff08be32e931e57917bc5a372,2021,2.0,3.0,1902.0,0,1999.0,3,2,1,0,0,0,0,-1,5.15,12,1,47,3,5.3,1,6.1,1,5.4,1,7.8,1,9.8,1,8.8,1,0.0,0,5.7,1,0.0,0,0.0,0,7.5,1,3.2,0,0.0,0,0.0,0,7.4,1,0.0,0,0.0,0,6.8,1,6.4,1,0.0,0,0.0,0,0.0,0,0.0,0
ca90e35e5dc3b1766b5cc4e3df2aede7,2013,1.0,1.0,3500.0,1,1996.0,1,-1,0,0,0,0,0,1,4.97,0,4,0,4,3.9,-1,3.1,-1,0.0,-1,7.0,1,8.2,1,7.9,1,0.0,0,0.0,0,4.7,-1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
ca90e35e5dc3b1766b5cc4e3df2aede7,2013,1.0,2.0,3500.0,1,1996.0,1,-1,0,0,0,0,0,1,6.38,4,1,4,5,7.2,1,4.2,-1,6.1,1,7.0,1,8.2,1,7.9,1,0.0,0,0.0,0,4.7,0,0.0,0,5.7,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,1,6.1,1,0.0,0,0.0,0,0.0,0,0.0,0
ca90e35e5dc3b1766b5cc4e3df2aede7,2013,1.0,3.0,3500.0,1,1996.0,1,-1,0,0,0,0,0,1,5.53,22,1,26,6,7.2,1,5.0,1,6.1,1,7.0,1,8.2,1,7.9,1,5.0,1,0.0,0,4.7,0,6.1,1,5.7,1,0.0,0,3.6,0,0.0,0,0.0,0,7.5,1,0.0,0,9.0,1,6.1,1,0.0,0,0.0,0,0.0,0,0.0,0
ca90e35e5dc3b1766b5cc4e3df2aede7,2013,1.0,4.0,3500.0,1,1996.0,1,-1,0,0,0,0,0,1,0.85,8,5,34,11,7.2,1,5.0,1,6.1,1,7.0,1,8.2,1,7.9,1,5.0,1,0.0,0,4.7,0,6.1,1,5.7,1,0.0,0,3.6,0,0.0,0,0.0,0,7.5,1,0.0,0,9.0,1,6.1,1,0.0,0,5.1,1,0.0,0,0.0,0
cab34b4c6a33d49656f7a24579275ff9,2020,1.0,2.0,4991.0,1,2002.0,5,2,1,0,0,0,0,0,6.52,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.8,1,6.4,1,9.2,1,5.4,1,5.8,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cab34b4c6a33d49656f7a24579275ff9,2020,1.0,3.0,4991.0,1,2002.0,5,2,1,0,0,0,0,0,7.26,10,1,10,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.8,1,6.4,1,9.2,1,5.4,1,5.8,1,0.0,0,0.0,0,7.2,1,0.0,0,4.4,0,8.4,1,8.0,1,8.3,1,0.0,0,0.0,0,0.0,0,0.0,0
cab34b4c6a33d49656f7a24579275ff9,2020,1.0,4.0,4991.0,1,2002.0,5,2,1,0,0,0,0,0,6.88,0,0,10,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.8,1,6.4,1,9.2,1,5.4,1,5.8,1,6.0,1,7.9,1,7.2,1,7.2,1,6.4,1,8.4,1,8.0,1,8.3,1,0.0,0,0.0,0,0.0,0,0.0,0
cab34b4c6a33d49656f7a24579275ff9,2020,1.0,5.0,4991.0,1,2002.0,5,2,1,0,0,0,0,0,2.45,72,3,82,4,6.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.8,1,6.4,1,9.2,1,5.4,1,5.8,1,6.0,1,7.9,1,7.2,1,7.2,1,6.4,1,8.4,1,8.0,1,8.3,1,0.6,0,0.0,0,0.0,0,0.0,0
cab34b4c6a33d49656f7a24579275ff9,2020,1.0,6.0,4991.0,1,2002.0,5,2,1,0,0,0,0,0,6.0,23,1,105,5,6.5,1,6.2,1,6.1,1,7.5,1,9.3,1,8.3,1,5.8,1,6.4,1,9.2,1,5.4,1,5.8,1,6.0,1,7.9,1,7.2,1,7.2,1,6.4,1,8.4,1,8.0,1,8.3,1,5.9,1,0.0,0,5.6,1,0.0,0
cab34b4c6a33d49656f7a24579275ff9,2020,1.0,7.0,4991.0,1,2002.0,5,2,1,0,0,0,0,0,4.17,51,1,156,6,6.5,1,6.2,1,6.1,1,7.5,1,9.3,1,8.3,1,5.8,1,6.4,1,9.2,1,5.4,1,5.8,1,6.0,1,7.9,1,7.2,1,7.2,1,6.4,1,8.4,1,8.0,1,8.3,1,5.9,1,0.0,0,5.6,1,7.5,1
cab34b4c6a33d49656f7a24579275ff9,2020,1.0,8.0,4991.0,1,2002.0,5,2,1,0,0,0,0,0,2.92,58,3,214,9,6.5,1,6.2,1,6.1,1,7.5,1,9.3,1,8.3,1,5.8,1,6.4,1,9.2,1,5.4,1,5.8,1,6.0,1,7.9,1,7.2,1,7.2,1,6.4,1,8.4,1,8.0,1,8.3,1,5.9,1,6.8,1,5.6,1,7.5,1
cad9ac4ff19643e0c320620d1df1543a,2015,1.0,1.0,9000.0,1,1997.0,4,-1,0,0,0,0,0,-1,5.67,47,2,47,2,5.5,1,5.8,-1,1.7,-1,7.1,1,6.9,1,7.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cad9ac4ff19643e0c320620d1df1543a,2015,1.0,2.0,9000.0,1,1997.0,4,-1,0,0,0,0,0,-1,4.44,66,4,113,6,5.5,1,5.8,1,5.2,1,7.1,1,6.9,1,7.0,1,0.0,0,0.0,0,2.4,0,0.0,0,5.4,1,5.1,1,0.0,0,0.0,0,1.7,0,0.0,0,0.0,0,8.2,1,7.0,1,0.0,0,0.0,0,0.0,0,0.0,0
cad9ac4ff19643e0c320620d1df1543a,2015,1.0,3.0,9000.0,1,1997.0,4,-1,0,0,0,0,0,-1,0.0,0,5,113,11,5.5,1,5.8,1,5.2,1,7.1,1,6.9,1,7.0,1,0.0,0,0.0,0,2.4,0,0.0,0,5.4,1,5.1,1,0.0,0,0.0,0,1.7,0,0.0,0,0.0,0,8.2,1,7.0,1,0.0,0,0.0,0,0.0,0,0.0,0
caec0f2237c13b9a61f6eb80fc1c24e6,2019,1.0,1.0,2600.0,1,2001.0,1,-1,0,0,0,0,0,1,6.08,8,0,8,0,5.0,1,5.4,1,5.1,1,6.9,1,6.8,1,7.3,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
caec0f2237c13b9a61f6eb80fc1c24e6,2019,1.0,2.0,2600.0,1,2001.0,1,-1,0,0,0,0,0,1,3.82,20,3,28,3,5.0,1,5.4,1,5.1,1,6.9,1,6.8,1,7.3,1,1.5,0,0.6,0,0.5,0,6.7,1,5.7,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.9,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
caec0f2237c13b9a61f6eb80fc1c24e6,2019,1.0,4.0,2600.0,1,2001.0,1,-1,0,0,0,0,0,1,6.68,14,0,42,3,5.0,1,5.4,1,5.1,1,6.9,1,6.8,1,7.3,1,1.5,0,0.6,0,0.5,0,6.7,1,5.7,1,0.0,0,7.6,1,7.6,1,0.0,0,0.0,0,0.0,0,7.9,1,0.0,0,0.0,0,5.5,1,0.0,0,0.0,0
caec0f2237c13b9a61f6eb80fc1c24e6,2019,1.0,5.0,2600.0,1,2001.0,1,-1,0,0,0,0,0,1,4.84,36,2,78,5,5.0,1,5.4,1,5.1,1,6.9,1,6.8,1,7.3,1,1.5,0,0.6,0,0.5,0,6.7,1,5.7,1,7.7,1,7.6,1,7.6,1,0.0,0,0.0,0,0.0,0,7.9,1,0.0,0,0.0,0,5.5,1,8.0,1,7.2,1
caec0f2237c13b9a61f6eb80fc1c24e6,2019,1.0,7.0,2600.0,1,2001.0,1,-1,0,0,0,0,0,1,4.68,22,3,102,9,5.0,1,5.4,1,5.1,1,6.9,1,6.8,1,7.3,1,1.5,0,0.6,0,10.0,1,6.7,1,5.7,1,7.7,1,7.6,1,7.6,1,0.0,0,0.0,0,0.0,0,7.9,1,0.0,0,0.0,0,5.5,1,8.0,1,7.2,1
caec0f2237c13b9a61f6eb80fc1c24e6,2019,1.0,8.0,2600.0,1,2001.0,1,-1,0,0,0,0,0,1,6.18,36,2,138,11,5.0,1,5.4,1,5.1,1,6.9,1,6.8,1,7.3,1,6.4,1,7.4,1,10.0,1,6.7,1,5.7,1,7.7,1,7.6,1,7.6,1,8.5,1,6.4,1,8.4,1,7.9,1,8.2,1,5.9,1,5.5,1,8.0,1,7.2,1
cafa955e38043224f0643e83eab1a33b,2011,2.0,1.0,3262.0,1,1993.0,1,2,0,0,1,0,1,-1,4.13,0,3,0,3,0.0,-1,0.0,0,0.0,0,4.1,-1,7.3,1,7.0,1,0.0,0,0.0,0,6.4,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cafa955e38043224f0643e83eab1a33b,2011,2.0,2.0,3262.0,1,1993.0,1,2,0,0,1,0,1,-1,3.53,0,4,0,7,2.3,-1,3.1,0,0.0,0,4.1,0,7.3,1,7.0,1,0.0,0,0.0,0,6.4,1,0.0,0,6.0,1,0.0,0,0.0,0,0.0,0,0.0,0,2.1,0,0.0,0,0.0,0,6.3,1,0.0,0,0.0,0,0.0,0,0.0,0
cafa955e38043224f0643e83eab1a33b,2011,2.0,3.0,3262.0,1,1993.0,1,2,0,0,1,0,1,-1,4.6,28,2,28,9,5.9,1,3.1,0,2.0,0,4.1,0,7.3,1,7.0,1,0.0,0,0.0,0,6.4,1,0.0,0,6.0,1,0.0,0,0.0,0,0.0,0,0.0,0,5.2,1,0.0,0,6.0,1,6.3,1,0.0,0,0.0,0,0.0,0,0.0,0
cafa955e38043224f0643e83eab1a33b,2011,2.0,4.0,3262.0,1,1993.0,1,2,0,0,1,0,1,-1,2.28,8,4,36,13,5.9,1,3.9,0,2.0,0,4.1,0,7.3,1,7.0,1,0.0,0,0.0,0,6.4,1,0.0,0,6.0,1,0.0,0,0.0,0,0.0,0,0.0,0,5.2,1,0.0,0,6.0,1,6.3,1,0.0,0,0.0,0,0.0,0,0.0,0
cafa955e38043224f0643e83eab1a33b,2011,2.0,5.0,3262.0,1,1993.0,1,2,0,0,1,0,1,-1,3.88,2,3,38,16,5.9,1,3.9,0,2.0,0,4.1,0,7.3,1,7.0,1,0.0,0,0.0,0,6.4,1,0.0,0,6.0,1,0.0,0,0.0,0,0.0,0,0.0,0,5.2,1,0.0,0,6.0,1,6.3,1,0.0,0,0.0,0,0.0,0,0.0,0
